alias_id	kind	canonical_id	reason	date
L61	lessons	L649	legacy id collided with different content	2026-09-14
L105	lessons	L650	legacy id collided with different content	2026-09-14
L53	lessons	L651	legacy id collided with different content	2026-09-14
L117	lessons	L652	legacy id collided with different content	2026-09-14
L118	lessons	L653	legacy id collided with different content	2026-09-14
L134	lessons	L654	legacy id collided with different content	2026-09-14
L135	lessons	L655	legacy id collided with different content	2026-09-14
L136	lessons	L656	legacy id collided with different content	2026-09-14
L137	lessons	L657	legacy id collided with different content	2026-09-14
L138	lessons	L658	legacy id collided with different content	2026-09-14
L139	lessons	L659	legacy id collided with different content	2026-09-14
L140	lessons	L660	legacy id collided with different content	2026-09-14
L141	lessons	L661	legacy id collided with different content	2026-09-14
L142	lessons	L662	legacy id collided with different content	2026-09-14
L148	lessons	L663	legacy id collided with different content	2026-09-14
L158	lessons	L664	legacy id collided with different content	2026-09-14
L159	lessons	L665	legacy id collided with different content	2026-09-14
L160	lessons	L666	legacy id collided with different content	2026-09-14
L161	lessons	L667	legacy id collided with different content	2026-09-14
L162	lessons	L668	legacy id collided with different content	2026-09-14
L163	lessons	L669	legacy id collided with different content	2026-09-14
L164	lessons	L670	legacy id collided with different content	2026-09-14
L165	lessons	L671	legacy id collided with different content	2026-09-14
L166	lessons	L672	legacy id collided with different content	2026-09-14
L167	lessons	L673	legacy id collided with different content	2026-09-14
L168	lessons	L674	legacy id collided with different content	2026-09-14
L169	lessons	L675	legacy id collided with different content	2026-09-14
L170	lessons	L676	legacy id collided with different content	2026-09-14
L146	lessons	L677	legacy id collided with different content	2026-09-14
L147	lessons	L678	legacy id collided with different content	2026-09-14
L148	lessons	L679	legacy id collided with different content	2026-09-14
L169	lessons	L680	legacy id collided with different content	2026-09-14
L170	lessons	L681	legacy id collided with different content	2026-09-14
L171	lessons	L682	legacy id collided with different content	2026-09-14
L172	lessons	L683	legacy id collided with different content	2026-09-14
L173	lessons	L684	legacy id collided with different content	2026-09-14
L174	lessons	L685	legacy id collided with different content	2026-09-14
L175	lessons	L686	legacy id collided with different content	2026-09-14
L176	lessons	L687	legacy id collided with different content	2026-09-14
L177	lessons	L688	legacy id collided with different content	2026-09-14
L150	lessons	L689	legacy id collided with different content	2026-09-14
L151	lessons	L690	legacy id collided with different content	2026-09-14
L152	lessons	L691	legacy id collided with different content	2026-09-14
L171	lessons	L692	legacy id collided with different content	2026-09-14
L172	lessons	L693	legacy id collided with different content	2026-09-14
L173	lessons	L694	legacy id collided with different content	2026-09-14
L174	lessons	L695	legacy id collided with different content	2026-09-14
L175	lessons	L696	legacy id collided with different content	2026-09-14
L176	lessons	L697	legacy id collided with different content	2026-09-14
L177	lessons	L698	legacy id collided with different content	2026-09-14
L178	lessons	L699	legacy id collided with different content	2026-09-14
L39	lessons	L701	legacy id collided with different content	2026-09-14
L40	lessons	L702	legacy id collided with different content	2026-09-14
L41	lessons	L703	legacy id collided with different content	2026-09-14
L42	lessons	L704	legacy id collided with different content	2026-09-14
L43	lessons	L705	legacy id collided with different content	2026-09-14
L44	lessons	L706	legacy id collided with different content	2026-09-14
L45	lessons	L707	legacy id collided with different content	2026-09-14
L46	lessons	L708	legacy id collided with different content	2026-09-14
L47	lessons	L709	legacy id collided with different content	2026-09-14
L48	lessons	L710	legacy id collided with different content	2026-09-14
L49	lessons	L711	legacy id collided with different content	2026-09-14
L50	lessons	L712	legacy id collided with different content	2026-09-14
L34	lessons	L713	legacy id collided with different content	2026-09-14
L35	lessons	L714	legacy id collided with different content	2026-09-14
L51	lessons	L715	legacy id collided with different content	2026-09-14
L36	lessons	L716	legacy id collided with different content	2026-09-14
L37	lessons	L717	legacy id collided with different content	2026-09-14
L51	lessons	L718	legacy id collided with different content	2026-09-14
L52	lessons	L719	legacy id collided with different content	2026-09-14
L52	lessons	L720	legacy id collided with different content	2026-09-14
L53	lessons	L721	legacy id collided with different content	2026-09-14
L54	lessons	L722	legacy id collided with different content	2026-09-14
L55	lessons	L723	legacy id collided with different content	2026-09-14
L56	lessons	L724	legacy id collided with different content	2026-09-14
L57	lessons	L725	legacy id collided with different content	2026-09-14
L58	lessons	L726	legacy id collided with different content	2026-09-14
L103	lessons	L727	legacy id collided with different content	2026-09-14
L104	lessons	L728	legacy id collided with different content	2026-09-14
L59	lessons	L729	legacy id collided with different content	2026-09-14
L60	lessons	L730	legacy id collided with different content	2026-09-14
L114	lessons	L731	legacy id collided with different content	2026-09-14
L115	lessons	L732	legacy id collided with different content	2026-09-14
L116	lessons	L733	legacy id collided with different content	2026-09-14
L61	lessons	L734	legacy id collided with different content	2026-09-14
L105	lessons	L735	legacy id collided with different content	2026-09-14
L53	lessons	L736	legacy id collided with different content	2026-09-14
L117	lessons	L737	legacy id collided with different content	2026-09-14
L118	lessons	L738	legacy id collided with different content	2026-09-14
L134	lessons	L739	legacy id collided with different content	2026-09-14
L135	lessons	L740	legacy id collided with different content	2026-09-14
L136	lessons	L741	legacy id collided with different content	2026-09-14
L137	lessons	L742	legacy id collided with different content	2026-09-14
L138	lessons	L743	legacy id collided with different content	2026-09-14
L139	lessons	L744	legacy id collided with different content	2026-09-14
L140	lessons	L745	legacy id collided with different content	2026-09-14
L141	lessons	L746	legacy id collided with different content	2026-09-14
L142	lessons	L747	legacy id collided with different content	2026-09-14
L148	lessons	L748	legacy id collided with different content	2026-09-14
L158	lessons	L749	legacy id collided with different content	2026-09-14
L159	lessons	L750	legacy id collided with different content	2026-09-14
L160	lessons	L751	legacy id collided with different content	2026-09-14
L161	lessons	L752	legacy id collided with different content	2026-09-14
L162	lessons	L753	legacy id collided with different content	2026-09-14
L163	lessons	L754	legacy id collided with different content	2026-09-14
L164	lessons	L755	legacy id collided with different content	2026-09-14
L165	lessons	L756	legacy id collided with different content	2026-09-14
L166	lessons	L757	legacy id collided with different content	2026-09-14
L167	lessons	L758	legacy id collided with different content	2026-09-14
L168	lessons	L759	legacy id collided with different content	2026-09-14
L169	lessons	L760	legacy id collided with different content	2026-09-14
L170	lessons	L761	legacy id collided with different content	2026-09-14
L146	lessons	L762	legacy id collided with different content	2026-09-14
L147	lessons	L763	legacy id collided with different content	2026-09-14
L148	lessons	L764	legacy id collided with different content	2026-09-14
L169	lessons	L765	legacy id collided with different content	2026-09-14
L170	lessons	L766	legacy id collided with different content	2026-09-14
L171	lessons	L767	legacy id collided with different content	2026-09-14
L172	lessons	L768	legacy id collided with different content	2026-09-14
L173	lessons	L769	legacy id collided with different content	2026-09-14
L174	lessons	L770	legacy id collided with different content	2026-09-14
L175	lessons	L771	legacy id collided with different content	2026-09-14
L176	lessons	L772	legacy id collided with different content	2026-09-14
L177	lessons	L773	legacy id collided with different content	2026-09-14
L150	lessons	L774	legacy id collided with different content	2026-09-14
L151	lessons	L775	legacy id collided with different content	2026-09-14
L152	lessons	L776	legacy id collided with different content	2026-09-14
L171	lessons	L777	legacy id collided with different content	2026-09-14
L172	lessons	L778	legacy id collided with different content	2026-09-14
L173	lessons	L779	legacy id collided with different content	2026-09-14
L174	lessons	L780	legacy id collided with different content	2026-09-14
L175	lessons	L781	legacy id collided with different content	2026-09-14
L176	lessons	L782	legacy id collided with different content	2026-09-14
L177	lessons	L783	legacy id collided with different content	2026-09-14
L190	lessons	L784	legacy id collided with different content	2026-09-14
L191	lessons	L785	legacy id collided with different content	2026-09-14
L192	lessons	L786	legacy id collided with different content	2026-09-14
L178	lessons	L787	legacy id collided with different content	2026-09-14
L179	lessons	L788	legacy id collided with different content	2026-09-14
L193	lessons	L789	legacy id collided with different content	2026-09-14
L194	lessons	L790	legacy id collided with different content	2026-09-14
L195	lessons	L791	legacy id collided with different content	2026-09-14
L196	lessons	L792	legacy id collided with different content	2026-09-14
L197	lessons	L793	legacy id collided with different content	2026-09-14
L198	lessons	L794	legacy id collided with different content	2026-09-14
L199	lessons	L795	legacy id collided with different content	2026-09-14
L160	lessons	L796	legacy id collided with different content	2026-09-14
L161	lessons	L797	legacy id collided with different content	2026-09-14
L162	lessons	L798	legacy id collided with different content	2026-09-14
L182	lessons	L799	legacy id collided with different content	2026-09-14
L183	lessons	L800	legacy id collided with different content	2026-09-14
L217	lessons	L801	legacy id collided with different content	2026-09-14
L218	lessons	L802	legacy id collided with different content	2026-09-14
L219	lessons	L803	legacy id collided with different content	2026-09-14
L220	lessons	L804	legacy id collided with different content	2026-09-14
L221	lessons	L805	legacy id collided with different content	2026-09-14
L39	lessons	L806	legacy id collided with different content	2026-09-14
L40	lessons	L807	legacy id collided with different content	2026-09-14
L41	lessons	L808	legacy id collided with different content	2026-09-14
L42	lessons	L809	legacy id collided with different content	2026-09-14
L43	lessons	L810	legacy id collided with different content	2026-09-14
L44	lessons	L811	legacy id collided with different content	2026-09-14
L45	lessons	L812	legacy id collided with different content	2026-09-14
L46	lessons	L813	legacy id collided with different content	2026-09-14
L47	lessons	L814	legacy id collided with different content	2026-09-14
L48	lessons	L815	legacy id collided with different content	2026-09-14
L49	lessons	L816	legacy id collided with different content	2026-09-14
L50	lessons	L817	legacy id collided with different content	2026-09-14
L34	lessons	L818	legacy id collided with different content	2026-09-14
L35	lessons	L819	legacy id collided with different content	2026-09-14
L51	lessons	L820	legacy id collided with different content	2026-09-14
L36	lessons	L821	legacy id collided with different content	2026-09-14
L37	lessons	L822	legacy id collided with different content	2026-09-14
L51	lessons	L823	legacy id collided with different content	2026-09-14
L52	lessons	L824	legacy id collided with different content	2026-09-14
L52	lessons	L825	legacy id collided with different content	2026-09-14
L53	lessons	L826	legacy id collided with different content	2026-09-14
L54	lessons	L827	legacy id collided with different content	2026-09-14
L55	lessons	L828	legacy id collided with different content	2026-09-14
L56	lessons	L829	legacy id collided with different content	2026-09-14
L57	lessons	L830	legacy id collided with different content	2026-09-14
L58	lessons	L831	legacy id collided with different content	2026-09-14
L103	lessons	L832	legacy id collided with different content	2026-09-14
L104	lessons	L833	legacy id collided with different content	2026-09-14
L59	lessons	L834	legacy id collided with different content	2026-09-14
L60	lessons	L835	legacy id collided with different content	2026-09-14
L114	lessons	L836	legacy id collided with different content	2026-09-14
L115	lessons	L837	legacy id collided with different content	2026-09-14
L116	lessons	L838	legacy id collided with different content	2026-09-14
L61	lessons	L839	legacy id collided with different content	2026-09-14
L105	lessons	L840	legacy id collided with different content	2026-09-14
L53	lessons	L841	legacy id collided with different content	2026-09-14
L117	lessons	L842	legacy id collided with different content	2026-09-14
L118	lessons	L843	legacy id collided with different content	2026-09-14
L134	lessons	L844	legacy id collided with different content	2026-09-14
L135	lessons	L845	legacy id collided with different content	2026-09-14
L136	lessons	L846	legacy id collided with different content	2026-09-14
L137	lessons	L847	legacy id collided with different content	2026-09-14
L138	lessons	L848	legacy id collided with different content	2026-09-14
L139	lessons	L849	legacy id collided with different content	2026-09-14
L140	lessons	L850	legacy id collided with different content	2026-09-14
L141	lessons	L851	legacy id collided with different content	2026-09-14
L142	lessons	L852	legacy id collided with different content	2026-09-14
L148	lessons	L853	legacy id collided with different content	2026-09-14
L158	lessons	L854	legacy id collided with different content	2026-09-14
L159	lessons	L855	legacy id collided with different content	2026-09-14
L160	lessons	L856	legacy id collided with different content	2026-09-14
L161	lessons	L857	legacy id collided with different content	2026-09-14
L162	lessons	L858	legacy id collided with different content	2026-09-14
L163	lessons	L859	legacy id collided with different content	2026-09-14
L164	lessons	L860	legacy id collided with different content	2026-09-14
L165	lessons	L861	legacy id collided with different content	2026-09-14
L166	lessons	L862	legacy id collided with different content	2026-09-14
L167	lessons	L863	legacy id collided with different content	2026-09-14
L168	lessons	L864	legacy id collided with different content	2026-09-14
L169	lessons	L865	legacy id collided with different content	2026-09-14
L170	lessons	L866	legacy id collided with different content	2026-09-14
L146	lessons	L867	legacy id collided with different content	2026-09-14
L147	lessons	L868	legacy id collided with different content	2026-09-14
L148	lessons	L869	legacy id collided with different content	2026-09-14
L169	lessons	L870	legacy id collided with different content	2026-09-14
L170	lessons	L871	legacy id collided with different content	2026-09-14
L171	lessons	L872	legacy id collided with different content	2026-09-14
L172	lessons	L873	legacy id collided with different content	2026-09-14
L173	lessons	L874	legacy id collided with different content	2026-09-14
L174	lessons	L875	legacy id collided with different content	2026-09-14
L175	lessons	L876	legacy id collided with different content	2026-09-14
L176	lessons	L877	legacy id collided with different content	2026-09-14
L177	lessons	L878	legacy id collided with different content	2026-09-14
L150	lessons	L879	legacy id collided with different content	2026-09-14
L151	lessons	L880	legacy id collided with different content	2026-09-14
L152	lessons	L881	legacy id collided with different content	2026-09-14
L171	lessons	L882	legacy id collided with different content	2026-09-14
L172	lessons	L883	legacy id collided with different content	2026-09-14
L173	lessons	L884	legacy id collided with different content	2026-09-14
L174	lessons	L885	legacy id collided with different content	2026-09-14
L175	lessons	L886	legacy id collided with different content	2026-09-14
L176	lessons	L887	legacy id collided with different content	2026-09-14
L177	lessons	L888	legacy id collided with different content	2026-09-14
L178	lessons	L889	legacy id collided with different content	2026-09-14
